city,station,aqi,pm25,pm10,no2,co,o3,so2,temperature,humidity,wind,latitude,longitude,last_updated,fetched_at
delhi,"Major Dhyan Chand National Stadium, Delhi, Delhi, India",152,152,85,31.9,12.2,0.9,5.1,31.25,69.55000000000001,0.6499999999999999,28.612498,77.237388,2026-07-04 22:00:00,2026-07-04T17:36:56.420796
