city,station,aqi,pm25,pm10,no2,co,o3,so2,temperature,humidity,wind,latitude,longitude,last_updated,fetched_at,data_quality_flags,quality_ok
pune,"Shivajinagar, Pune, Pune, India",232.0,232.0,138.0,198,51,61,,21.8,92.9,0.5,18.529603,73.849586,2021-11-15 06:00:00,2026-07-24T07:30:17.665375,OK,1
