city,station,aqi,pm25,pm10,no2,co,o3,so2,temperature,humidity,wind,latitude,longitude,last_updated,fetched_at,data_quality_flags,quality_ok
delhi,"New Delhi US Embassy, India (नई दिल्ली अमेरिकी दूतावास)",95.0,95.0,,,,,,24.5,34.0,5.1,28.63576,77.22445,2025-03-04 17:00:00,2026-08-01T20:51:55.040511,OK,1
