city,station,aqi,pm25,pm10,no2,co,o3,so2,temperature,humidity,wind,latitude,longitude,last_updated,fetched_at
chennai,"Chennai US Consulate, Chennai, India (चेन्नई अमेरिकी वाणिज्य दूतावास)",46,46,,,,,,30.1,70.6,3.5,13.087840080261,80.278472900391,2025-03-04 17:00:00,2026-07-04T17:27:24.203440
