city,station,aqi,pm25,pm10,no2,co,o3,so2,temperature,humidity,wind,latitude,longitude,last_updated,fetched_at,data_quality_flags,quality_ok
delhi,"Major Dhyan Chand National Stadium, Delhi, Delhi, India",20.0,3.0,20.0,11.4,8.9,1.7,1.7,28.525,86.975,0.925,28.612498,77.237388,2026-09-05 05:00:00,2026-09-04T23:45:08.541502,OK,1
